group,group_title,name,type,default,scope,consistency,aliases,deprecated,deprecated_message,const,description
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.filter.config.file,string,"format(""${%s}/cache_filter.json"", Name.CONF_DIR)",CLIENT,WARN,,,,USER_CLIENT_CACHE_FILTER_CONFIG_FILE,This is the location of the configuration file for the cache filter. Please make sure the configuration format matches the cache filter type specified in
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.filter.enabled,boolean,true,CLIENT,WARN,,,,USER_CLIENT_CACHE_FILTER_ENABLED,Whether the cache filter feature is enabled.
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.filter.type,enum,CacheFilterType.ETCD,CLIENT,WARN,,,,USER_CLIENT_CACHE_FILTER_TYPE,"Supported cache filter types, including NOOP: All metadata/data requests will be cached. ALLOW_BLOCK_LIST: The configuration file specifies patterns that should be either cached or not cached. The rules apply to paths. Cannot configure rules specific to metadata/data separately. RULE_SET: Can configure rules for metadata/data requests separately. More flexible rules can be used, like specifying cache expiry time."
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.include.mtime,boolean,false,CLIENT,WARN,,,,USER_CLIENT_CACHE_IDENTIFIER_INCLUDE_MTIME,"If this is enabled, client-side cache will include modification time while calculating the identifier of a file."
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.instream_buffer_size,dataSize,"""0B""",CLIENT,WARN,,,,USER_CLIENT_CACHE_IN_STREAM_BUFFER_SIZE,Size of the reading buffer for tiny read.
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.local.store.direct.io.enabled,boolean,false,ALL,WARN,,,,USER_CLIENT_CACHE_LOCAL_STORE_DIRECT_IO_ENABLED,"If true, the local page store writes staged pages with direct I/O (O_DIRECT), bypassing the OS page cache. Because the page store is itself a cache, buffered writes double-cache the data and pollute the page cache; direct I/O avoids that and reduces the CPU spent copying data into the kernel page cache, at the cost of an extra user-space copy into an aligned buffer. Only the staging write path is affected; metadata and append writes stay buffered. Direct I/O is only supported on Linux filesystems that allow O_DIRECT (e.g. ext4, xfs); on an unsupported filesystem the staged page write fails and the error is surfaced, so disable this option there. Applies to both the worker page store and the client-side cache."
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.local.store.direct.io.min.size,dataSize,"""128KiB""",ALL,WARN,,,,USER_CLIENT_CACHE_LOCAL_STORE_DIRECT_IO_MIN_SIZE,"Minimum staged page write size for using direct I/O. When alluxio.user.client.cache.local.store.direct.io.enabled is true, writes smaller than this threshold use the buffered write path instead. Set to 0 to allow direct I/O for all staged page writes."
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.local.store.file.buckets,int,1000,CLIENT,WARN,,,,USER_CLIENT_CACHE_LOCAL_STORE_FILE_BUCKETS,"The number of file buckets for the local page store of the client-side cache. It is recommended to set this to a high value if the number of unique files is expected to be high (# files / file buckets <= 100,000)."
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.local.store.put.staging.enabled,boolean,true,CLIENT,WARN,,,,USER_CLIENT_CACHE_LOCAL_STORE_PUT_STAGING_ENABLED,"If true, LocalPageStore.put() writes the page to a staging file under the cache dir's .staging/ subdirectory and atomically renames it into place. Preserves snapshot consistency for in-flight POSIX-pinned zero-copy reads when the same page is concurrently rewritten (e.g. passive cache / re-load), and prevents leaving a 0-byte stub at the page path if the disk hits ENOSPC mid-write. If false, falls back to in-place O_TRUNC + write. Default true; disable only to mitigate a regression specific to staging-based writes."
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.only.namespaces,list,"""gemini://""",CLIENT,WARN,,,,USER_CLIENT_CACHE_ONLY_NAMESPACES,"Configure CACHE_ONLY namespaces, where the current CACHE_ONLY setup is implemented through a specialized UFS. We just need to configure the UFS prefix."
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.page.size,dataSize,"""1MiB""",CLIENT,WARN,,,,USER_CLIENT_CACHE_PAGE_SIZE,Size of each page in client-side cache.
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.quota.enabled,boolean,false,CLIENT,WARN,,,,USER_CLIENT_CACHE_QUOTA_ENABLED,Whether to support cache quota.
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.size,list,"""512MiB""",CLIENT,WARN,,,,USER_CLIENT_CACHE_SIZE,A list of maximum cache size for each cache directory.
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.small.file.range,dataSize,"""0""",CLIENT,WARN,,,,USER_CLIENT_CACHE_SMALL_FILE_RANGE,"If this value is configured, when the data to be transferred is less than the configured value, the client-side cache will copy data normally, instead of using the `java.nio.channels.FileChannel#transferTo` method.In scenarios with a high volume of random reads, this can significantly alleviate the local disk read amplification issue."
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.store.overhead,double,,CLIENT,WARN,,,,USER_CLIENT_CACHE_STORE_OVERHEAD,"A fraction value representing the storage overhead writing to disk. For example, with 1GB allocated cache space, and 10% storage overhead we expect no more than 1024MB / (1 + 10%) user data to store."
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.store.type,enum,PageStoreType.LOCAL,CLIENT,WARN,,,,USER_CLIENT_CACHE_STORE_TYPE,"The type of page store to use for client-side cache. Can be either `LOCAL` or `ROCKS`. The `LOCAL` page store stores all pages in a directory, the `ROCKS` page store utilizes rocksDB to persist the data."
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.timeout.duration,duration,"""-1""",CLIENT,WARN,,,,USER_CLIENT_CACHE_TIMEOUT_DURATION,"The timeout duration for local cache I/O operations (reading/writing/deleting). When this property is a positive value,local cache operations after timing out will fail and fallback to external file system but transparent to applications; when this property is a negative value, this feature is disabled."
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.timeout.threads,int,32,CLIENT,WARN,,,,USER_CLIENT_CACHE_TIMEOUT_THREADS,"The number of threads to handle cache I/O operation timeout, when is positive."
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.ttl.check.interval.seconds,long,3600,CLIENT,IGNORE,,,,USER_CLIENT_CACHE_TTL_CHECK_INTERVAL_SECONDS,TTL check interval time in seconds.
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.ttl.enabled,boolean,false,CLIENT,WARN,,,,USER_CLIENT_CACHE_TTL_ENABLED,Whether to support cache TTL eviction.
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.cache.ttl.threshold.seconds,long,3600 * 3,CLIENT,IGNORE,,,,USER_CLIENT_CACHE_TTL_THRESHOLD_SECONDS,TTL threshold time in seconds.
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.get.status.timeout,duration,"""3s""",WORKER,ENFORCE,,,,USER_CLIENT_GET_STATUS_TIMEOUT,The timeout for getStatus() call in the block worker client.
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.light.weight.rpc.timeout,duration,"""500ms""",WORKER,ENFORCE,,,,USER_CLIENT_LIGHT_WEIGHT_RPC_TIMEOUT,The timeout for light weight RPC calls that do not guarantee success
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.report.version.enabled,boolean,false,CLIENT,WARN,,,,USER_CLIENT_REPORT_VERSION_ENABLED,Whether the client reports version information to the server.
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.slow.rpc.timeout,duration,"""120s""",WORKER,ENFORCE,,,,USER_CLIENT_SLOW_RPC_TIMEOUT,The timeout for slow RPC calls that do not guarantee success
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.stream.rpc.timeout,duration,"""15min""",CLIENT,ENFORCE,,,,USER_CLIENT_STREAM_RPC_TIMEOUT,The timeout for stream rpc calls that do not guarantee success
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.temp.dirs,list,"""/tmp/alluxio""",CLIENT,,,,,USER_CLIENT_TEMP_DIR,User temporary directory.
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.client.unmounted.ufs.fallback.enabled,boolean,false,CLIENT,WARN,,,,USER_CLIENT_UNMOUNTED_UFS_FALLBACK_ENABLED,"By default, given the path to be accessed, if it is not in the mount table, a MountPointNotFoundRuntimeException will be thrown. If this is enabled, client side will try to create an under file system instance and fallback to UFS, even if the path. is not in the mount table."
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.local.reader.chunk.size.bytes,dataSize,"""8MiB""",CLIENT,WARN,,,,USER_LOCAL_READER_CHUNK_SIZE_BYTES,"When a client reads from a local worker, the maximum data chunk size."
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.local.writer.chunk.size.bytes,dataSize,"""64KiB""",CLIENT,WARN,,,,USER_LOCAL_WRITER_CHUNK_SIZE_BYTES,"When a client writes to a local worker, the maximum data chunk size."
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.logging.threshold,duration,"""10s""",CLIENT,IGNORE,,,,USER_LOGGING_THRESHOLD,Logging a client RPC when it takes more time than the threshold.
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.logs.dir,string,"format(""${%s}/user"", Name.LOGS_DIR)",,WARN,,,,USER_LOGS_DIR,"The path to store logs of Alluxio command lines. This property is only for internal use. To change the location, set environment variable $ALLUXIO_USER_LOGS_DIR instead."
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.metadata.cache.disable.absent.status.cache,boolean,false,CLIENT,WARN,,,,USER_METADATA_CACHE_DISABLE_ABSENT_STATUS_CACHE,Whether to disable absent status cache of the client metadata cache.
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.metadata.cache.expiration.time,duration,,CLIENT,WARN,,,,USER_METADATA_CACHE_EXPIRATION_TIME,"Metadata will expire and be evicted after being cached for this time period. If the value is not set, metadata will not be expired and will only be evicted after reaching the"
02-client-cache,客户端本地缓存 / 元数据缓存,alluxio.user.metadata.cache.max.size,int,0,CLIENT,WARN,,,,USER_METADATA_CACHE_MAX_SIZE,"Maximum number of paths with cached metadata.The cached metadata will be evicted when it expires after %s or the cache size is over the limit of %s. Each 1000 entries cost around 2MB memory. Recommend using 20,000 entries are cached with around 40MB memory consumption for FUSE client."
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.conf.cluster.default.enabled,boolean,true,CLIENT,,,,,USER_CONF_CLUSTER_DEFAULT_ENABLED,"When this property is true, an Alluxio client will load the default values of cluster-wide configuration and path-specific configuration set by Alluxio master."
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.conf.sync.interval,duration,"""1min""",CLIENT,WARN,,,,USER_CONF_SYNC_INTERVAL,The time period of client master heartbeat to update the configuration if necessary from meta master.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.master.polling.timeout,duration,"""30sec""",CLIENT,WARN,,,,USER_MASTER_POLLING_TIMEOUT,The maximum time for a rpc client to wait for master to respond.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.data.bind.device,string,,WORKER,WARN,,,,USER_NETWORK_DATA_BIND_DEVICE,The device name Alluxio's client binds to.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.data.bind.host,string,"""0.0.0.0""",,,,,,USER_NETWORK_DATA_BIND_HOST,The hostname that the Alluxio data client runs on. This is used for specifying the exact NIC to support multiple NICs scenarios.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.data.hostname,string,,ALL,,,,,USER_NETWORK_DATA_HOSTNAME,The hostname of Alluxio client.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.data.port,int,0,CLIENT,,,,,USER_NETWORK_DATA_PORT,The port Alluxio client data runs on.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.flowcontrol.window,dataSize,,CLIENT,WARN,,Y,,USER_NETWORK_FLOWCONTROL_WINDOW,The HTTP2 flow control window used by user gRPC connections. Larger value will allow more data to be buffered but will use more memory.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.keepalive.time,duration,,CLIENT,WARN,,Y,,USER_NETWORK_KEEPALIVE_TIME,The amount of time for a gRPC client (for block reads and block writes) to wait for a response before pinging the server to see if it is still alive.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.keepalive.timeout,duration,,CLIENT,WARN,,Y,,USER_NETWORK_KEEPALIVE_TIMEOUT,The maximum time for a gRPC client (for block reads and block writes) to wait for a keepalive response before closing the connection.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.max.inbound.message.size,dataSize,,CLIENT,WARN,,Y,,USER_NETWORK_MAX_INBOUND_MESSAGE_SIZE,The max inbound message size used by user gRPC connections.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.netty.buffer.receive,dataSize,,,,,,,USER_NETWORK_NETTY_BUFFER_RECEIVE,Netty client socket option for SO_RCVBUF: the proposed buffer size that will be used for receives.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.netty.buffer.send,dataSize,,,,,,,USER_NETWORK_NETTY_BUFFER_SEND,Netty client socket option for SO_SNDBUF: the proposed buffer size that will be used for sends.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.netty.channel,enum,ChannelType.NIO,CLIENT,WARN,,Y,,USER_NETWORK_NETTY_CHANNEL,"Type of netty channels. If EPOLL is not available, this will automatically fall back to NIO."
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.netty.channel.pool.disabled,boolean,false,,,,,,USER_NETWORK_NETTY_CHANNEL_POOL_DISABLED,Disable netty channel pool. This should be turned on if the client version is >= 1.3.0 but server version is <= 1.2.x.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.netty.channel.pool.gc.threshold,duration,"""300sec""",,,alluxio.user.network.netty.channel.pool.gc.threshold.ms,,,USER_NETWORK_NETTY_CHANNEL_POOL_GC_THRESHOLD_MS,A netty channel is closed if it has been idle for more than this threshold.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.netty.channel.pool.size.max,int,1024,,,,,,USER_NETWORK_NETTY_CHANNEL_POOL_SIZE_MAX,The maximum number of netty channels cached in the netty channel pool.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.netty.connect.timeout,duration,,,,,,,USER_NETWORK_NETTY_CONNECT_TIMEOUT,Netty client timeout options.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.netty.frame.decoder.buffer.cumulator,enum,FrameDecoderCumulatorType.COMPOSITE,CLIENT,WARN,,,,USER_NETWORK_NETTY_FRAME_DECODER_BUFFER_CUMULATOR,Type of buffer cumulator used by the frame decoder. Options: : reallocate and copy data when current buffer would overflow. : create a composite buffer to contain the original and new buffer. The MERGE cumulator always results in a contiguous memory buffer but can cause heavy data copy during reallocation. The COMPOSITE avoids the rellocation but causes overhead due to cache line thrashing.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.netty.future.await.timeout,duration,"""5m""",CLIENT,WARN,,,,USER_NETWORK_NETTY_FUTURE_AWAIT_TIMEOUT,Timeout for awaiting on Netty future completions. This is a safety net to avoid waiting indefinitely for a future to complete in case of bugs or unexpected network issues.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.netty.reader.buffer.size.packets,int,16,,,,,,USER_NETWORK_NETTY_READER_BUFFER_SIZE_PACKETS,"When a client reads from a remote worker, the maximum number of packets to buffer by the client."
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.netty.timeout,duration,"""10sec""",,,alluxio.user.network.netty.timeout.ms,,,USER_NETWORK_NETTY_TIMEOUT_MS,The maximum time for a netty client (for block reads and block writes) to wait for a response from the data server.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.netty.worker.threads,int,0,CLIENT,WARN,,,,USER_NETWORK_NETTY_WORKER_THREADS,How many threads to use for remote block worker client to read from remote block workers.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.netty.writer.buffer.size.packets,int,16,,,,,,USER_NETWORK_NETTY_WRITER_BUFFER_SIZE_PACKETS,"When a client writes to a remote worker, the maximum number of packets to buffer by the client."
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.netty.writer.close.timeout,duration,"""30sec""",,,alluxio.user.network.netty.writer.close.timeout.ms,,,USER_NETWORK_NETTY_WRITER_CLOSE_TIMEOUT_MS,The timeout to close a netty writer client.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.netty.writer.packet.size.bytes,dataSize,"""1024KiB""",,,,,,USER_NETWORK_NETTY_WRITER_PACKET_SIZE_BYTES,"When a client writes to a remote worker, the maximum packet size."
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.rpc.flowcontrol.window,dataSize,"""2MiB""",CLIENT,WARN,,,,USER_NETWORK_RPC_FLOWCONTROL_WINDOW,The HTTP2 flow control window used by user rpc connections. Larger value will allow more data to be buffered but will use more memory.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.rpc.health.check.interceptor.enabled,boolean,true,WORKER,ENFORCE,,,,USER_NETWORK_RPC_HEALTH_CHECK_INTERCEPTOR_ENABLED,"If enabled, the health check interceptor will be added when a grpc channel is created regardless the authentication is enabled or not. If a GRPC call failed with UNAUTH/UNAVAILABLE error code, the channel will be marked unhealthy and the client will be recycled."
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.rpc.keepalive.time,duration,"""30sec""",CLIENT,WARN,,,,USER_NETWORK_RPC_KEEPALIVE_TIME,The amount of time for a rpc client to wait for a response before pinging the server to see if it is still alive.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.rpc.keepalive.timeout,duration,"""30sec""",CLIENT,WARN,,,,USER_NETWORK_RPC_KEEPALIVE_TIMEOUT,The maximum time for a rpc client to wait for a keepalive response before closing the connection.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.rpc.max.connections,long,1,CLIENT,WARN,,,,USER_NETWORK_RPC_MAX_CONNECTIONS,The maximum number of physical connections to be used per target host.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.rpc.max.inbound.message.size,dataSize,"""100MiB""",CLIENT,WARN,,,,USER_NETWORK_RPC_MAX_INBOUND_MESSAGE_SIZE,The max inbound message size used by user rpc connections.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.rpc.netty.channel,enum,ChannelType.EPOLL,CLIENT,WARN,,,,USER_NETWORK_RPC_NETTY_CHANNEL,"Type of netty channels used by rpc connections. If EPOLL is not available, this will automatically fall back to NIO."
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.rpc.netty.worker.threads,int,0,CLIENT,WARN,,,,USER_NETWORK_RPC_NETTY_WORKER_THREADS,How many threads to use for rpc client to read from remote workers.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.streaming.flowcontrol.window,dataSize,"""2MiB""",CLIENT,WARN,alluxio.user.network.flowcontrol.window,,,USER_NETWORK_STREAMING_FLOWCONTROL_WINDOW,The HTTP2 flow control window used by user streaming connections. Larger value will allow more data to be buffered but will use more memory.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.streaming.keepalive.time,duration,Long.MAX_VALUE,CLIENT,WARN,alluxio.user.network.keepalive.time,,,USER_NETWORK_STREAMING_KEEPALIVE_TIME,The amount of time for a streaming client to wait for a response before pinging the server to see if it is still alive.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.streaming.keepalive.timeout,duration,"""30sec""",CLIENT,WARN,alluxio.user.network.keepalive.timeout,,,USER_NETWORK_STREAMING_KEEPALIVE_TIMEOUT,The maximum time for a streaming client to wait for a keepalive response before closing the connection.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.streaming.max.connections,int,64,CLIENT,WARN,,,,USER_NETWORK_STREAMING_MAX_CONNECTIONS,The maximum number of physical connections to be used per target host.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.streaming.max.inbound.message.size,dataSize,"""100MiB""",CLIENT,WARN,alluxio.user.network.max.inbound.message.size,,,USER_NETWORK_STREAMING_MAX_INBOUND_MESSAGE_SIZE,The max inbound message size used by user streaming connections.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.streaming.netty.channel,enum,ChannelType.EPOLL,CLIENT,WARN,alluxio.user.network.netty.channel,,,USER_NETWORK_STREAMING_NETTY_CHANNEL,"Type of netty channels used by streaming connections. If EPOLL is not available, this will automatically fall back to NIO."
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.streaming.netty.worker.threads,int,0,CLIENT,WARN,alluxio.user.network.netty.worker.threads,,,USER_NETWORK_STREAMING_NETTY_WORKER_THREADS,How many threads to use for streaming client to read from remote workers.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.writer.close.timeout,duration,,CLIENT,WARN,alluxio.user.network.writer.close.timeout.ms,Y,,USER_NETWORK_WRITER_CLOSE_TIMEOUT_MS,The timeout to close a writer client.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.writer.flush.timeout,duration,,CLIENT,WARN,,Y,,USER_NETWORK_WRITER_FLUSH_TIMEOUT,The timeout to wait for flush to finish in a data writer.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.network.zerocopy.enabled,boolean,,CLIENT,WARN,,Y,,USER_NETWORK_ZEROCOPY_ENABLED,Whether zero copy is enabled on client when processing data streams.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.rpc.retry.base.sleep,duration,"""50ms""",CLIENT,WARN,alluxio.user.rpc.retry.base.sleep.ms,,,USER_RPC_RETRY_BASE_SLEEP_MS,Alluxio client RPCs automatically retry for transient errors with an exponential backoff. This property determines the base time in the exponential backoff.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.rpc.retry.max.duration,duration,"""10s""",,,,,,USER_RPC_RETRY_MAX_DURATION,"Alluxio client RPCs automatically retry for transient errors with an exponential backoff. This property determines the maximum duration to retry for before giving up. Note that, this value is set to 5s for fs and fsadmin CLIs."
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.rpc.retry.max.sleep,duration,"""3sec""",CLIENT,WARN,alluxio.user.rpc.retry.max.sleep.ms,,,USER_RPC_RETRY_MAX_SLEEP_MS,Alluxio client RPCs automatically retry for transient errors with an exponential backoff. This property determines the maximum wait time in the backoff.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.worker.data.reader.refresh.interval,duration,"""-1""",CLIENT,WARN,,,,USER_WORKER_DATA_READER_REFRESH_INTERVAL,"The interval used to refresh the worker list.If it is set to -1, the worker list will not be refreshed."
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.worker.list.refresh.interval,duration,"""45s""",CLIENT,WARN,,,,USER_WORKER_LIST_REFRESH_INTERVAL,The interval used to refresh the live worker list on the client
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.worker.monitor.enabled,boolean,true,CLIENT,WARN,,,,USER_WORKER_MONITOR_ENABLED,Whether to enable worker availability monitor
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.worker.monitor.probe.policy,enum,WorkerAvailabilityProbePolicy.TIME_PROPORTIONAL,CLIENT,WARN,,,,USER_WORKER_MONITOR_PROBE_POLICY,The policy that decides when to probe the liveness status of workers which were considered offline because of previous I/O errors. The default is a policy that gradually increases the probability of probing as time passes. Available options are:
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.worker.num.to.get.from.presto,int,1,CLIENT,IGNORE,,,,USER_WORKER_NUM_TO_GET_FROM_PRESTO,The preferred worker number that we want to get from the presto active worker list.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.worker.selection.policy,class,,CLIENT,WARN,,Y,Use instead. alluxio.user.worker.selection.policy.type,USER_WORKER_SELECTION_POLICY,Deprecated. Use instead.
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.worker.selection.policy.consistent.hash.provider.impl,class,"""DEFAULT""",CLIENT,WARN,,,,USER_WORKER_SELECTION_POLICY_CONSISTENT_HASH_PROVIDER_IMPL,"The provider implementation of consistent hash algorithm. User can choose one of the following providers: DEFAULT, KETAMA, MAGLEV, MULTI_PROBE. By default, the classic consistent hash (DEFAULT) is chosen."
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.worker.selection.policy.ketama.hash.replicas,int,200,CLIENT,WARN,,,,USER_WORKER_SELECTION_POLICY_KETAMA_HASH_REPLICAS,"This is the value of replicas in the ketama hashing algorithm. When workers changes, it will guarantee the hash table is changed only in a minimal. The value of replicas should be X times the physical nodes in the cluster, where X is a balance between efficiency and cost."
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.worker.selection.policy.maglev.hash.lookup.size,int,65537,CLIENT,WARN,,,,USER_WORKER_SELECTION_POLICY_MAGLEV_HASH_LOOKUP_SIZE,"This is the size of the lookup table in the maglev hashing algorithm. It must be a prime number. In the maglev hashing, it will generate a lookup table for workers. The bigger the size of the lookup table, the smaller the variance of this hashing algorithm will be. But bigger look up table will consume more time and memory"
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.worker.selection.policy.multi.probe.hash.probe.num,int,21,CLIENT,WARN,,,,USER_WORKER_SELECTION_POLICY_MULTI_PROBE_HASH_PROBE_NUM,"This is the number of probes in the multi-probe hashing algorithm. In the multi-probe hashing algorithm, the bigger the number of probes, the smaller the variance of this hashing algorithm will be. But more probes will consume more time and memory"
03-client-net-rpc,客户端网络 / RPC / 连接池,alluxio.user.worker.selection.policy.type,enum,WorkerLocationPolicyType.CONSISTENT_HASH,CLIENT,WARN,,,,USER_WORKER_SELECTION_POLICY_TYPE,The policy a client uses to map a file path to a worker address. The only option is Other options are for internal tests only and not for real deployments.
04-worker-page-store,Worker Page Store 存储引擎,alluxio.priority.eviction.enabled,boolean,false,WORKER,WARN,alluxio.worker.page.store.evictor.priority.enabled,,,PRIORITY_EVICTION_ENABLED,Whether to enable eviction by priority. Higher priority pages won't be evicted until all lower priority pages have been evicted.
04-worker-page-store,Worker Page Store 存储引擎,alluxio.priority.eviction.rule.etcd.polling.interval,duration,"""3s""",ALL,,,,,PRIORITY_EVICTION_RULE_ETCD_POLLING_INTERVAL,Interval for polling ETCD for the latest priority rules. By default the interval is 3s.
04-worker-page-store,Worker Page Store 存储引擎,alluxio.worker.async.page.persistence.enabled,boolean,false,WORKER,WARN,,,,WORKER_ASYNC_PAGE_PERSISTENCE_ENABLED,"If enabled, worker will persist loaded pages into page store asynchronously."
04-worker-page-store,Worker Page Store 存储引擎,alluxio.worker.async.page.persistence.threads.max,int,128,WORKER,WARN,,,,WORKER_ASYNC_PAGE_PERSISTENCE_THREADS_MAX,The maximum number of threads used to persist loaded pages to page store.
04-worker-page-store,Worker Page Store 存储引擎,alluxio.worker.block.heartbeat.interval,duration,"""10sec""",WORKER,WARN,alluxio.worker.block.heartbeat.interval.ms,,,WORKER_BLOCK_HEARTBEAT_INTERVAL_MS,"The interval between block workers' heartbeats to update block status, storage health and other workers' information to Alluxio Master."
04-worker-page-store,Worker Page Store 存储引擎,alluxio.worker.data.bind.device,string,,WORKER,WARN,,,,WORKER_DATA_BIND_DEVICE,The device name Alluxio's worker Netty data service binds to.
04-worker-page-store,Worker Page Store 存储引擎,alluxio.worker.data.bind.host,string,"""0.0.0.0""",,,,,,WORKER_DATA_BIND_HOST,"The hostname that the Alluxio worker's data server runs on. See <a href=""#configure-multihomed-networks"">multi-homed networks</a>."
